Collection Month Name,Collection Year,Collection Month Number,IMP code,IMP name,DMU Code,DMU Name,Invoice Country Code,Invoice Account Number,Invoice Account Name,Origin Country Code,Destination Country Code,Division Code,Product Code,Product Family Description,Invoice Account City,Invoice Account State,Product Description,Total Net Charge Euro,Real Weight Kg,Payweight Kg,Pieces,Consignments
January,2017,1,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,AE,Domestic,15D,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (DOCS),4.417967,0.5,0.5,1,1
January,2017,1,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,IQ,International,15D,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (DOCS),65.288602,0.28,0.28,1,1
January,2017,1,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,JO,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),352.215769,5.5,14.2,3,3
January,2017,1,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,LB,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),117.405257,2,4.6,1,1
January,2017,1,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,LY,International,15D,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (DOCS),19.144527,0.15,0.15,1,1
January,2017,1,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,SA,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),8024.937826,1436,3448.8,20,14
January,2017,1,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,TN,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),776.271542,18,46.6,2,2
January,2017,1,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,AE,TR,International,15D,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (DOCS),35.026162,0.5,0.5,1,1
January,2017,1,123456,Example Industries Ltd.,,,AE,AE-Acct Nr. 1,AE-Acct Nr. 1,SE,AE,International,15N,Express,DUBAI HEALTHCARE CITY,DUBAI,EXPRESS (NON DOCS),457.778313,36,36.2,2,1
January,2017,1,123456,Example Industries Ltd.,,,AU,AU-Acct Nr. 2,AU-Acct Nr. 2,AU,AU,Domestic,75,Express,Mount Waverley,VICTORIA,OVERNIGHT FIRST CLASS,52.990386,7,11,5,5
January,2017,1,123456,Example Industries Ltd.,,,AU,AU-Acct Nr. 2,AU-Acct Nr. 2,AU,AU,Domestic,76,Express,Mount Waverley,VICTORIA,EXPRESS,441.275418,152,310,36,23
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 3,BE-Acct Nr. 3,BE,BE,Domestic,15N,Express,Brussel,,EXPRESS (NON DOCS),2646.86,671.903,2607.02,364,275
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 3,BE-Acct Nr. 3,BE,DE,International,15N,Express,Brussel,,EXPRESS (NON DOCS),433.51,234.827,335.3,45,14
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 3,BE-Acct Nr. 3,BE,LU,International,15N,Express,Brussel,,EXPRESS (NON DOCS),87.98,15.833,51.4,10,8
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 3,BE-Acct Nr. 3,BE,NL,International,15N,Express,Brussel,,EXPRESS (NON DOCS),20.08,2.65,6.6,2,2
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 4,BE-Acct Nr. 4,BE,AT,International,48N,Economy Express,Oudsbergen,,ECONOMY EXPRESS (NON DOCS),163.66,81,440.25,1,1
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 4,BE-Acct Nr. 4,BE,BE,Domestic,15N,Express,Oudsbergen,,EXPRESS (NON DOCS),199.76,234,1082.25,4,2
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 4,BE-Acct Nr. 4,BE,DE,International,48N,Economy Express,Oudsbergen,,ECONOMY EXPRESS (NON DOCS),1222.34,1490,6341.5,19,6
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 4,BE-Acct Nr. 4,BE,ES,International,48N,Economy Express,Oudsbergen,,ECONOMY EXPRESS (NON DOCS),713.41,452,1678.75,5,3
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 4,BE-Acct Nr. 4,BE,FR,International,48N,Economy Express,Oudsbergen,,ECONOMY EXPRESS (NON DOCS),600.94,795.5,3063.75,8,3
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 4,BE-Acct Nr. 4,BE,GB,International,48N,Economy Express,Oudsbergen,,ECONOMY EXPRESS (NON DOCS),3421.32,2525,11740.25,32,8
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 4,BE-Acct Nr. 4,BE,IT,International,48N,Economy Express,Oudsbergen,,ECONOMY EXPRESS (NON DOCS),1896.31,1395.5,4915,12,4
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 4,BE-Acct Nr. 4,BE,NL,International,48N,Economy Express,Oudsbergen,,ECONOMY EXPRESS (NON DOCS),298.61,363.5,1798.75,6,3
January,2017,1,123456,Example Industries Ltd.,,,BE,BE-Acct Nr. 4,BE-Acct Nr. 4,BE,SE,International,48N,Economy Express,Oudsbergen,,ECONOMY EXPRESS (NON DOCS),230.11,95.5,537.75,2,1
January,2017,1,123456,Example Industries Ltd.,,,CH,CH-Acct Nr. 5,CH-Acct Nr. 5,CH,FR,International,48N,Economy Express,ZURICH,,ECONOMY EXPRESS (NON DOCS),37.612855,13,18.25,1,1
January,2017,1,123456,Example Industries Ltd.,,,CH,CH-Acct Nr. 5,CH-Acct Nr. 5,DE,CH,International,48N,Economy Express,ZURICH,,ECONOMY EXPRESS (NON DOCS),33.45833,0.5,2.5,1,1
January,2017,1,123456,Example Industries Ltd.,,,CH,CH-Acct Nr. 6,CH-Acct Nr. 6,CH,BE,International,48N,Economy Express,ZURICH,,ECONOMY EXPRESS (NON DOCS),225.47319,225,586.5,1,1
January,2017,1,123456,Example Industries Ltd.,,,CH,CH-Acct Nr. 6,CH-Acct Nr. 6,CH,DE,International,48N,Economy Express,ZURICH,,ECONOMY EXPRESS (NON DOCS),4154.848672,4933.5,11261.75,24,21
January,2017,1,123456,Example Industries Ltd.,,,CH,CH-Acct Nr. 7,CH-Acct Nr. 7,CH,CN,International,48N,Economy Express,ZURICH,,ECONOMY EXPRESS (NON DOCS),9600.046668,836,1984.75,5,3
January,2017,1,123456,Example Industries Ltd.,,,CH,CH-Acct Nr. 8,CH-Acct Nr. 8,CH,CH,Domestic,15,Express,AARAU,,EXPRESS,999.943999,535,1614.5,5,5
January,2017,1,123456,Example Industries Ltd.,,,CH,CH-Acct Nr. 9,CH-Acct Nr. 9,CH,CZ,International,15N,Express,ZURICH,,EXPRESS (NON DOCS),131.37017,3.1,5,2,2
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,AT,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),23.44,2.03,3.173,2,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,BE,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),37.59,3.6,6.012,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,CZ,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),32.48,2,4.175,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,AT,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),770.39,108.88,250.834,61,10
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,AT,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),16615,5307.1,11107.222,2890,1421
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,CY,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),357.78,155.03,299.264,10,3
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,DE,Domestic,09N,Express,DUISBURG,,9:00 EXPRESS (NON DOCS),46.9,107.65,108,15,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,DE,Domestic,12N,Express,DUISBURG,,12:00 EXPRESS (NON DOCS),64.48,103.36,132,14,4
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,DE,Domestic,15N,Express,DUISBURG,,EXPRESS (NON DOCS),7297.95,5015.87,17132,749,284
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,DE,Domestic,612,Value Added Services,DUISBURG,,HEALTHCARE,8203.12,4322.22,10515,1144,503
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,DE,Domestic,613,Value Added Services,DUISBURG,,HEALTHCARE (SAT DEL),315.21,36.97,141,21,9
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,DE,Domestic,681,Special Express,DUISBURG,,MWL SYSTEM,4584.91,3714.17,7706,176,61
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,DK,International,12N,Express,DUISBURG,,12:00 EXPRESS (NON DOCS),4235.68,818.04,1681.283,149,36
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,DK,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),63.87,10.36,22.211,3,2
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,DK,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),8652.22,3527.12,7456.541,1257,531
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,EE,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),33.03,0.65,4.175,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,EE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),472.95,271.23,316.05,54,5
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,FI,International,12N,Express,DUISBURG,,12:00 EXPRESS (NON DOCS),272.27,42.11,59.619,14,2
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,FI,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),337.12,22.1,68.637,17,4
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,FI,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),9697.39,3281.19,6967.905,776,239
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,FR,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),15.3,1.51,1.51,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,GR,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),1063.32,53.19,277.554,7,5
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,GR,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),766.98,536,997.491,4,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,IS,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),113.7,12.96,29.058,4,2
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,IT,International,12N,Express,DUISBURG,,12:00 EXPRESS (NON DOCS),11654.45,833.26,1732.936,333,133
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,IT,International,15D,Express,DUISBURG,,EXPRESS (DOCS),35.09,2.51,6.179,2,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,IT,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),16935.28,2061.91,4535.117,549,188
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,IT,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),30841.4,19976.93,31955.014,3831,1200
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,LT,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),83.97,1.75,12.525,2,2
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,LV,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),2549.48,1213.6,1901.963,151,25
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,NL,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),1139.14,2400,2400,4,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,NO,International,12N,Express,DUISBURG,,12:00 EXPRESS (NON DOCS),74.5,2.15,8.517,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,NO,International,30,Special Services,DUISBURG,,IDE ECONOMY,13889.83,6314.44,10838.583,1156,347
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,NO,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),1476.02,587.27,921.736,209,28
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,PL,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),13718.23,1554.52,3890.141,633,211
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,PL,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),222.46,66.88,169.839,45,4
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,SE,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),32.16,0.69,2.047,3,3
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,SE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),16064.2,8440.55,16836.896,1991,596
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,SI,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),65.02,5.23,11.69,4,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,SM,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),454.64,54.41,102.705,25,6
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DE,VA,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),249.66,91.33,99.764,18,4
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,DK,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),302.55,555,706.911,3,3
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,EE,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),30.64,1.05,1.336,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,IT,DE,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),28.77,0.5,1.169,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,IT,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),24.02,1.54,2.839,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,LV,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),77.97,11.7,21.877,2,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,NL,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),834.83,364.25,500.325,30,13
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,NO,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),576.4,349.5,979.622,4,2
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 10,DE-Acct Nr. 10,SE,DE,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),205.48,405.5,405.5,2,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,AT,International,48N,Economy Express,Hamburg,HAMBURG,ECONOMY EXPRESS (NON DOCS),7.88,1,1,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,CZ,International,48N,Economy Express,Hamburg,HAMBURG,ECONOMY EXPRESS (NON DOCS),34.2,7.8,9.352,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,DE,Domestic,08N,Express,Hamburg,HAMBURG,8:00 EXPRESS (NON DOCS),23.35,5.8,14,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,DE,Domestic,09B,Express,Hamburg,HAMBURG,9:00 BUSINESS PAK,25.65,0.46,0.5,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,DE,Domestic,09N,Express,Hamburg,HAMBURG,9:00 EXPRESS (NON DOCS),413.93,143.38,252,25,21
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,DE,Domestic,10B,Express,Hamburg,HAMBURG,10:00 BUSINESS PAK,21.54,1.5,2,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,DE,Domestic,10N,Express,Hamburg,HAMBURG,10:00 EXPRESS (NON DOCS),51.5,22.2,32,4,4
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,DE,Domestic,15D,Express,Hamburg,HAMBURG,EXPRESS (DOCS),39.86,13.19,15,5,5
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,DE,Domestic,15N,Express,Hamburg,HAMBURG,EXPRESS (NON DOCS),1832.58,1016.42,3411,166,139
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,GB,International,15D,Express,Hamburg,HAMBURG,EXPRESS (DOCS),11.28,0.36,0.36,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,GB,International,48N,Economy Express,Hamburg,HAMBURG,ECONOMY EXPRESS (NON DOCS),97.12,27.44,27.44,2,2
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,GR,International,15N,Express,Hamburg,HAMBURG,EXPRESS (NON DOCS),264.52,67.7,67.7,4,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,PL,International,48N,Economy Express,Hamburg,HAMBURG,ECONOMY EXPRESS (NON DOCS),98.48,13.92,30.943,5,4
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 12,DE-Acct Nr. 12,DE,DE,Domestic,10N,Express,STUTTGART,,10:00 EXPRESS (NON DOCS),334.1,392.75,401,35,22
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,CH,DE,International,15N,Express,STUTTGART,,EXPRESS (NON DOCS),522.94,113.84,154.093,9,3
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,CH,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),535.62,220.68,305.362,32,12
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,DE,Domestic,09N,Express,STUTTGART,,9:00 EXPRESS (NON DOCS),126.8,25.3,91,6,6
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,DE,Domestic,10N,Express,STUTTGART,,10:00 EXPRESS (NON DOCS),14.68,1.5,3,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,DE,Domestic,15N,Express,STUTTGART,,EXPRESS (NON DOCS),19.15,32,38,2,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,ES,International,15N,Express,STUTTGART,,EXPRESS (NON DOCS),34.84,1.6,5.344,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,ES,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),467.3,66.06,154.976,14,9
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,FI,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),176.56,56.2,104.041,8,3
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,GB,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),54.6,12,18.203,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,GR,International,15N,Express,STUTTGART,,EXPRESS (NON DOCS),586.83,94.5,157.648,2,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,IT,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),124.23,78.6,141.115,9,3
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,LT,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),219.91,19.55,40.915,5,5
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,LV,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),38.26,1.7,5.177,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,NL,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),530.72,109.86,210.253,15,13
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,PT,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),463.22,43.08,96.359,10,9
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,RU,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),64.64,2.2,5.177,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,PT,DE,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),228.5,29.75,62.625,5,3
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 15,DE-Acct Nr. 15,DE,DE,Domestic,15N,Express,DUESSELDORF,,EXPRESS (NON DOCS),124.93,162.93,239,10,7
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 16,DE-Acct Nr. 16,DE,CH,International,48N,Economy Express,DUESSELDORF,NORDRHEIN-WESTFALEN,ECONOMY EXPRESS (NON DOCS),439.02,450,961.92,5,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 16,DE-Acct Nr. 16,DE,DE,Domestic,09N,Express,DUESSELDORF,NORDRHEIN-WESTFALEN,9:00 EXPRESS (NON DOCS),98.43,58.98,231,2,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 16,DE-Acct Nr. 16,DE,DE,Domestic,10N,Express,DUESSELDORF,NORDRHEIN-WESTFALEN,10:00 EXPRESS (NON DOCS),228.55,247.08,456,7,2
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 16,DE-Acct Nr. 16,DE,DE,Domestic,12N,Express,DUESSELDORF,NORDRHEIN-WESTFALEN,12:00 EXPRESS (NON DOCS),19.28,32.52,39,2,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 16,DE-Acct Nr. 16,DE,DE,Domestic,15N,Express,DUESSELDORF,NORDRHEIN-WESTFALEN,EXPRESS (NON DOCS),457.54,840.32,1097,16,14
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 17,DE-Acct Nr. 17,DE,DE,Domestic,15N,Express,DUISBURG,,EXPRESS (NON DOCS),7.61,1,2,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 17,DE-Acct Nr. 17,DE,GB,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),29.93,1.596,4.342,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 17,DE-Acct Nr. 17,DE,MT,International,15N,Express,DUISBURG,,EXPRESS (NON DOCS),35.53,3.742,4.342,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,DE,Domestic,09N,Express,Hamminkeln,,9:00 EXPRESS (NON DOCS),17.19,15,15,1,1
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,DE,Domestic,12N,Express,Hamminkeln,,12:00 EXPRESS (NON DOCS),56.48,128.88,144,7,2
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,DE,Domestic,15N,Express,Hamminkeln,,EXPRESS (NON DOCS),1265.07,1680.47,2518,147,73
January,2017,1,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,FR,DE,International,48N,Economy Express,Hamminkeln,,ECONOMY EXPRESS (NON DOCS),114.28,65.8,112.725,8,1
