Collection Month Name,Collection Year,Collection Month Number,IMP code,IMP name,DMU Code,DMU Name,Invoice Country Code,Invoice Account Number,Invoice Account Name,Origin Country Code,Destination Country Code,Division Code,Product Code,Product Family Description,Invoice Account City,Invoice Account State,Product Description,Total Net Charge Euro,Real Weight Kg,Payweight Kg,Pieces,Consignments
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 34,IT-Acct Nr. 34,IT,IT,Domestic,PM,Express,RODANO,MI,EXPRESS NORD,39077.15638,56930.488,66940.2,6815,4981
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 34,IT-Acct Nr. 34,IT,IT,Domestic,EA,,RODANO,MI,ECONOMY EXPRESS,2981.11657,3360.85,3981.8,379,316
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 34,IT-Acct Nr. 34,IT,IT,Domestic,CT,,RODANO,MI,TNT CITY,1004.9277,1277.75,1421.75,158,143
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 34,IT-Acct Nr. 34,IT,IT,Domestic,AR,Express,RODANO,MI,EXPRESS SUD,4854.08209,2817.9,2853.95,349,273
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 68,IT-Acct Nr. 68,IT,IT,Domestic,PM,Express,RODANO,MI,EXPRESS NORD,6.3,1.05,5,1,1
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 68,IT-Acct Nr. 68,IT,IT,Domestic,EA,,RODANO,MI,ECONOMY EXPRESS,224.87,290.25,386.25,32,18
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 68,IT-Acct Nr. 68,IT,IT,Domestic,AR,Express,RODANO,MI,EXPRESS SUD,65.14,70.65,76.65,7,2
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 33,IT-Acct Nr. 33,NO,IT,International,15N,Express,AGRATE BRIANZA,MB,EXPRESS (NON DOCS),39.47,3,3,1,1
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 33,IT-Acct Nr. 33,IT,CH,International,412,Economy Express,AGRATE BRIANZA,MB,12:00 ECONOMY EXPRESS,171.2,200.2,225.5,11,1
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 33,IT-Acct Nr. 33,GB,IT,International,15N,Express,AGRATE BRIANZA,MB,EXPRESS (NON DOCS),44.35,2.8,8.8,1,1
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 33,IT-Acct Nr. 33,FI,IT,International,12N,Express,AGRATE BRIANZA,MB,12:00 EXPRESS (NON DOCS),47.04,0.92,4.2,1,1
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 33,IT-Acct Nr. 33,ES,IT,International,48N,Economy Express,AGRATE BRIANZA,MB,ECONOMY EXPRESS (NON DOCS),27.03,0.4,3.75,1,1
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 33,IT-Acct Nr. 33,DE,IT,International,15N,Express,AGRATE BRIANZA,MB,EXPRESS (NON DOCS),20.21,0.55,2.6,1,1
September,2018,9,123456,Example Industries Ltd.,,,IT,IT-Acct Nr. 33,IT-Acct Nr. 33,CH,IT,International,15N,Express,AGRATE BRIANZA,MB,EXPRESS (NON DOCS),844.52,210,210,12,2
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 97,GB-Acct Nr. 97,,,International,MAN,Express,,,,3.938603,0,0,0,0
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,,,International,MAN,Express,,,,14.307133,0,0,0,0
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,NO,GB,International,12N,Express,Huntingdon,CAMBRIDGESHIRE,12:00 EXPRESS (NON DOCS),51.317185,3,3,1,1
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,IT,GB,International,12N,Express,Huntingdon,CAMBRIDGESHIRE,12:00 EXPRESS (NON DOCS),32.29977,2,2.2,1,1
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,GB,FR,International,15N,Express,Huntingdon,CAMBRIDGESHIRE,EXPRESS (NON DOCS),97.518122,21,30.8,1,1
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,GB,DE,International,48N,Economy Express,Huntingdon,CAMBRIDGESHIRE,ECONOMY EXPRESS (NON DOCS),1143.310201,627.1,1231.5,71,22
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,GB,CH,International,48N,Economy Express,Huntingdon,CAMBRIDGESHIRE,ECONOMY EXPRESS (NON DOCS),111.43034,50.5,77,4,2
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,GB,AT,International,15N,Express,Huntingdon,CAMBRIDGESHIRE,EXPRESS (NON DOCS),26.133752,0.85,3,1,1
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,FI,GB,International,12N,Express,Huntingdon,CAMBRIDGESHIRE,12:00 EXPRESS (NON DOCS),80.014586,4.9,14,1,1
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,ES,GB,International,15N,Express,Huntingdon,CAMBRIDGESHIRE,EXPRESS (NON DOCS),61.394978,1.83,5.8,3,3
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,DE,GB,International,48N,Economy Express,Huntingdon,CAMBRIDGESHIRE,ECONOMY EXPRESS (NON DOCS),1773.117042,732.04,1933.5,169,34
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 32,GB-Acct Nr. 32,DE,GB,International,15N,Express,Huntingdon,CAMBRIDGESHIRE,EXPRESS (NON DOCS),14.210572,0.24,1,1,1
September,2018,9,123456,Example Industries Ltd.,,,GB,GB-Acct Nr. 84,GB-Acct Nr. 84,,,International,MAN,Express,,,,0,0,0,0,0
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 31,FR-Acct Nr. 31,FR,FR,Domestic,J9,Express,,,,41.57,23.5,23.5,4,1
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 31,FR-Acct Nr. 31,FR,FR,Domestic,J13,Express,,,,329.23,87.8,87.8,27,24
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 31,FR-Acct Nr. 31,FR,FR,Domestic,J12,Express,,,,66.37,16.1,16.1,4,4
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 31,FR-Acct Nr. 31,FR,FR,Domestic,J10,Express,,,,103.26,23.8,23.8,5,4
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 83,FR-Acct Nr. 83,FR,FR,Domestic,J13,Express,,,,40,1.7,1.7,2,1
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 30,FR-Acct Nr. 30,FR,FR,Domestic,J9,Express,,,,10668.18,10410.2,10410.2,791,241
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 30,FR-Acct Nr. 30,FR,FR,Domestic,J13,Express,,,,24919.35,20310.85,20310.85,3952,2345
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 30,FR-Acct Nr. 30,FR,FR,Domestic,J12,Express,,,,235.86,307.9,307.9,26,13
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 30,FR-Acct Nr. 30,FR,FR,Domestic,J10,Express,,,,468.91,45,45,35,34
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 78,FR-Acct Nr. 78,FR,FR,Domestic,J13,Express,,,,39.22,45.7,45.7,6,4
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 67,FR-Acct Nr. 67,FR,FR,Domestic,J13,Express,,,,0,0,0,0,0
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 29,FR-Acct Nr. 29,FR,FR,Domestic,J9,Express,,,,5157.46,1538.6,1538.6,263,184
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 29,FR-Acct Nr. 29,FR,FR,Domestic,J13,Express,,,,68.62,15.3,15.3,7,6
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 28,FR-Acct Nr. 28,FR,FR,Domestic,J9,Express,,,,121.48,55.8,55.8,13,8
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 28,FR-Acct Nr. 28,FR,FR,Domestic,J13,Express,,,,22755.6,5900.56,5900.56,4992,2874
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 28,FR-Acct Nr. 28,FR,FR,Domestic,J12,Express,,,,36.5,5.3,5.3,4,4
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 28,FR-Acct Nr. 28,FR,FR,Domestic,J10,Express,,,,176.4,22.1,22.1,17,15
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 27,FR-Acct Nr. 27,FR,FR,Domestic,J13,Express,,,,127.68,29.88,29.88,8,7
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 27,FR-Acct Nr. 27,FR,FR,Domestic,J10,Express,,,,1732.08,365.8,365.8,74,58
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 66,FR-Acct Nr. 66,,,International,MAN,Express,,,,3,0,0,0,0
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 25,FR-Acct Nr. 25,,,International,MAN,Express,,,,3,0,0,0,0
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 25,FR-Acct Nr. 25,FR,US,International,15N,Express,NEUILLY-SUR-SEINE,,EXPRESS (NON DOCS),1598.45,100,258.2,1,1
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 25,FR-Acct Nr. 25,FR,MQ,International,48N,Economy Express,NEUILLY-SUR-SEINE,,ECONOMY EXPRESS (NON DOCS),91.64,1.3,5.6,1,1
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 25,FR-Acct Nr. 25,FR,CH,International,48N,Economy Express,NEUILLY-SUR-SEINE,,ECONOMY EXPRESS (NON DOCS),250.51,97.6,201.5,8,5
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 25,FR-Acct Nr. 25,FR,AD,International,48N,Economy Express,NEUILLY-SUR-SEINE,,ECONOMY EXPRESS (NON DOCS),55.1,1.5,6,1,1
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 25,FR-Acct Nr. 25,CH,FR,International,15N,Express,NEUILLY-SUR-SEINE,,EXPRESS (NON DOCS),24.74,0.7,2,1,1
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 23,FR-Acct Nr. 23,FR,GB,International,15N,Express,NEUILLY SUR SEINE,,EXPRESS (NON DOCS),102.94,10,30.4,1,1
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 23,FR-Acct Nr. 23,DE,FR,International,48N,Economy Express,NEUILLY SUR SEINE,,ECONOMY EXPRESS (NON DOCS),841,500.07,1431,73,18
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 23,FR-Acct Nr. 23,CH,FR,International,15N,Express,NEUILLY SUR SEINE,,EXPRESS (NON DOCS),304.63,91.85,101.6,6,1
September,2018,9,123456,Example Industries Ltd.,,,FR,FR-Acct Nr. 23,FR-Acct Nr. 23,,,International,MAN,Express,,,,15,0,0,0,0
September,2018,9,123456,Example Industries Ltd.,,,FI,FI-Acct Nr. 22,FI-Acct Nr. 22,FI,US,International,15N,Express,VANTAA,,EXPRESS (NON DOCS),112.65,13.8,13.8,1,1
September,2018,9,123456,Example Industries Ltd.,,,FI,FI-Acct Nr. 22,FI-Acct Nr. 22,FI,PL,International,15D,Express,VANTAA,,EXPRESS (DOCS),23.19,0.76,0.76,1,1
September,2018,9,123456,Example Industries Ltd.,,,FI,FI-Acct Nr. 22,FI-Acct Nr. 22,FI,NO,International,48N,Economy Express,VANTAA,,ECONOMY EXPRESS (NON DOCS),63.44,11.8,11.8,1,1
September,2018,9,123456,Example Industries Ltd.,,,FI,FI-Acct Nr. 22,FI-Acct Nr. 22,FI,DE,International,412,Economy Express,VANTAA,,12:00 ECONOMY EXPRESS,77.06,20.8,42.75,2,1
September,2018,9,123456,Example Industries Ltd.,,,FI,FI-Acct Nr. 22,FI-Acct Nr. 22,FI,DE,International,12N,Express,VANTAA,,12:00 EXPRESS (NON DOCS),69.36,3.8,11.4,1,1
September,2018,9,123456,Example Industries Ltd.,,,FI,FI-Acct Nr. 22,FI-Acct Nr. 22,DE,FI,International,48N,Economy Express,VANTAA,,ECONOMY EXPRESS (NON DOCS),193.27,28.6,78.25,7,4
September,2018,9,123456,Example Industries Ltd.,,,ES,ES-Acct Nr. 65,ES-Acct Nr. 65,IT,ES,International,48N,Economy Express,SANT JOAN DESPI,BARCELONA,ECONOMY EXPRESS (NON DOCS),55.89,30,54,3,1
September,2018,9,123456,Example Industries Ltd.,,,ES,ES-Acct Nr. 65,ES-Acct Nr. 65,IT,ES,International,15N,Express,SANT JOAN DESPI,BARCELONA,EXPRESS (NON DOCS),14.94,1,1,1,1
September,2018,9,123456,Example Industries Ltd.,,,ES,ES-Acct Nr. 65,ES-Acct Nr. 65,IT,ES,International,12N,Express,SANT JOAN DESPI,BARCELONA,12:00 EXPRESS (NON DOCS),44.96,9,9,1,1
September,2018,9,123456,Example Industries Ltd.,,,ES,ES-Acct Nr. 65,ES-Acct Nr. 65,FI,ES,International,12N,Express,SANT JOAN DESPI,BARCELONA,12:00 EXPRESS (NON DOCS),35.87,0.2,1.4,1,1
September,2018,9,123456,Example Industries Ltd.,,,ES,ES-Acct Nr. 65,ES-Acct Nr. 65,DE,ES,International,48N,Economy Express,SANT JOAN DESPI,BARCELONA,ECONOMY EXPRESS (NON DOCS),643.7,151.65,451.25,36,15
September,2018,9,123456,Example Industries Ltd.,,,ES,ES-Acct Nr. 65,ES-Acct Nr. 65,DE,ES,International,15N,Express,SANT JOAN DESPI,BARCELONA,EXPRESS (NON DOCS),15.88,0.05,0.05,1,1
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,NO,DK,International,15N,Express,HORSHOLM,,EXPRESS (NON DOCS),27.486562,1,2.4,1,1
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,ES,DK,International,15N,Express,HORSHOLM,,EXPRESS (NON DOCS),39.561876,1.03,2.6,2,2
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DK,US,International,15N,Express,HORSHOLM,,EXPRESS (NON DOCS),50.378175,1.32,3.2,1,1
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DK,SE,International,48N,Economy Express,HORSHOLM,,ECONOMY EXPRESS (NON DOCS),23.995099,17,21,1,1
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DK,SE,International,15N,Express,HORSHOLM,,EXPRESS (NON DOCS),35.716441,8.2,10.8,2,2
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DK,NO,International,15N,Express,HORSHOLM,,EXPRESS (NON DOCS),21.954388,0.2,0.4,1,1
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DK,IS,International,48N,Economy Express,HORSHOLM,,ECONOMY EXPRESS (NON DOCS),115.19551,3,8.4,1,1
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DK,IS,International,15N,Express,HORSHOLM,,EXPRESS (NON DOCS),494.925713,16.58,22.74,8,8
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DK,FI,International,15N,Express,HORSHOLM,,EXPRESS (NON DOCS),15.860417,0.2,0.2,1,1
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DK,DK,Domestic,15,Express,HORSHOLM,,EXPRESS,395.667046,312,691.5,3,3
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DK,DE,International,48N,Economy Express,HORSHOLM,,ECONOMY EXPRESS (NON DOCS),328.782185,289,458,7,6
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DK,DE,International,15N,Express,HORSHOLM,,EXPRESS (NON DOCS),138.054943,13.54,25.8,7,7
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,DE,DK,International,48N,Economy Express,HORSHOLM,,ECONOMY EXPRESS (NON DOCS),347.36042,73.95,238.25,16,12
September,2018,9,123456,Example Industries Ltd.,,,DK,DK-Acct Nr. 21,DK-Acct Nr. 21,CH,DK,International,15N,Express,HORSHOLM,,EXPRESS (NON DOCS),295.483221,70,70,4,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,15N,Express,DUISBURG,,EXPRESS (NON DOCS),2836.23,2239.63,7548,274,170
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,15D,Express,DUISBURG,,EXPRESS (DOCS),8.27,13.2,14,2,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,12N,Express,DUISBURG,,12:00 EXPRESS (NON DOCS),49.95,39.46,77,6,6
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,10N,Express,DUISBURG,,10:00 EXPRESS (NON DOCS),47.75,42.02,61,4,4
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 64,DE-Acct Nr. 64,DE,DE,Domestic,09N,Express,DUISBURG,,9:00 EXPRESS (NON DOCS),161.15,51.92,107,11,11
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,FR,International,48N,Economy Express,DUESSELDORF,,ECONOMY EXPRESS (NON DOCS),124.72,170,170,13,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,DE,Domestic,631,Express,DUESSELDORF,,UN EX,229.79,40.1,674,3,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,DE,Domestic,15N,Express,DUESSELDORF,,EXPRESS (NON DOCS),18268.15,46631.335,50002,2585,547
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,DE,Domestic,12N,Express,DUESSELDORF,,12:00 EXPRESS (NON DOCS),28127.77,81133.43,81633,2545,575
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,DE,Domestic,10N,Express,DUESSELDORF,,10:00 EXPRESS (NON DOCS),901.23,2185.55,2200,59,13
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 19,DE-Acct Nr. 19,DE,DE,Domestic,09N,Express,DUESSELDORF,,9:00 EXPRESS (NON DOCS),1350.78,2529.52,2597,160,54
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,SE,DE,International,12N,Express,Hamminkeln,,12:00 EXPRESS (NON DOCS),69.47,2,11.523,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,PT,DE,International,12N,Express,Hamminkeln,,12:00 EXPRESS (NON DOCS),52.33,1,3.006,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,NO,DE,International,12N,Express,Hamminkeln,,12:00 EXPRESS (NON DOCS),47.47,1,1.002,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,IT,DE,International,12N,Express,Hamminkeln,,12:00 EXPRESS (NON DOCS),39.24,1,1,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,ES,DE,International,15N,Express,Hamminkeln,,EXPRESS (NON DOCS),66.63,0.8,3.507,2,2
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,US,International,48N,Economy Express,Hamminkeln,,ECONOMY EXPRESS (NON DOCS),519.14,13.25,19.525,12,12
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,US,International,15N,Express,Hamminkeln,,EXPRESS (NON DOCS),41.98,0.5,1.169,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,PL,International,48N,Economy Express,Hamminkeln,,ECONOMY EXPRESS (NON DOCS),121.38,13.76,14.098,8,8
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,PL,International,15N,Express,Hamminkeln,,EXPRESS (NON DOCS),34.98,2,2.338,2,2
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,NL,International,48N,Economy Express,Hamminkeln,,ECONOMY EXPRESS (NON DOCS),92.13,24.24,32.188,4,3
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,IT,International,15N,Express,Hamminkeln,,EXPRESS (NON DOCS),43.27,6.5,8.851,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,GB,International,48N,Economy Express,Hamminkeln,,ECONOMY EXPRESS (NON DOCS),49.38,13.65,13.65,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,ES,International,48N,Economy Express,Hamminkeln,,ECONOMY EXPRESS (NON DOCS),56.66,23.8,23.8,2,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,DE,Domestic,612,Value Added Services,Hamminkeln,,HEALTHCARE,120.6,22.74,44,7,7
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,DE,Domestic,15N,Express,Hamminkeln,,EXPRESS (NON DOCS),2401.67,3606.46,5250,298,163
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,DE,Domestic,12N,Express,Hamminkeln,,12:00 EXPRESS (NON DOCS),10385.43,4682.27,10381,2379,1331
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,DE,Domestic,10N,Express,Hamminkeln,,10:00 EXPRESS (NON DOCS),779.06,207.9,457,106,74
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,DE,Domestic,09N,Express,Hamminkeln,,9:00 EXPRESS (NON DOCS),6821.34,1206.08,2477,949,496
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,DE,CH,International,15N,Express,Hamminkeln,,EXPRESS (NON DOCS),648.3,249.8,257.508,17,2
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 18,DE-Acct Nr. 18,CH,DE,International,15N,Express,Hamminkeln,,EXPRESS (NON DOCS),3168.8,238.15,238.15,10,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 17,DE-Acct Nr. 17,DE,IT,International,48N,Economy Express,DUISBURG,,ECONOMY EXPRESS (NON DOCS),9.28,1.2,2.171,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 103,DE-Acct Nr. 103,CH,DE,International,15N,Express,DUESSELDORF,,EXPRESS (NON DOCS),142.46,2.86,2.86,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 15,DE-Acct Nr. 15,DE,DE,Domestic,15N,Express,DUESSELDORF,,EXPRESS (NON DOCS),43.99,90,127,6,2
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 15,DE-Acct Nr. 15,DE,DE,Domestic,12N,Express,DUESSELDORF,,12:00 EXPRESS (NON DOCS),2278.71,3138.91,4887,23,9
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 15,DE-Acct Nr. 15,DE,DE,Domestic,10N,Express,DUESSELDORF,,10:00 EXPRESS (NON DOCS),411.44,460,1182,6,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,SE,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),34.69,22.2,26.72,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,NO,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),33.99,1.2,5.01,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,FR,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),39.57,5.5,15.197,2,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,DE,Domestic,15N,Express,STUTTGART,,EXPRESS (NON DOCS),14.53,30,30,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,DE,Domestic,08N,Express,STUTTGART,,8:00 EXPRESS (NON DOCS),22.18,0.5,2,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 13,DE-Acct Nr. 13,DE,CH,International,48N,Economy Express,STUTTGART,,ECONOMY EXPRESS (NON DOCS),28.46,1.5,5.344,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 61,DE-Acct Nr. 61,DE,MT,International,15N,Express,Kist,,EXPRESS (NON DOCS),588.72,172.5,172.5,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 61,DE-Acct Nr. 61,DE,HR,International,15N,Express,Kist,,EXPRESS (NON DOCS),368.64,87.5,96.192,1,1
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 60,DE-Acct Nr. 60,,,International,MAN,Express,,,,8.55,0,0,0,0
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 60,DE-Acct Nr. 60,DE,DE,Domestic,15N,Express,DUESSELDORF,,EXPRESS (NON DOCS),40.43,44.92,52,6,4
September,2018,9,123456,Example Industries Ltd.,,,DE,DE-Acct Nr. 11,DE-Acct Nr. 11,DE,PL,International,48N,Economy Express,Hamburg,HAMBURG,ECONOMY EXPRESS (NON DOCS),25.76,1.28,3.006,2,2
